,,School Type,NCES - School ID,,School Name,School Address,Latitude,Longitude,Tags (State)
,,High,428030007077,,Wilkes-Barre Area CTC,"350 Jumper Rd, Wilkes-Barre, PA 18702",41.2626038,-75.8089401,PA
,,High,422630007650,,Wilkes-Barre Area SD STEM Academy,341 Carey Ave Wilkes-Barre PA 18702,41.2391685,-75.9084884,PA
,,,422109004857,,William Prescott Elementary School,840 Prescott Ave Scranton PA 18510,41.4086773,-75.6430387,PA
,,Elementary,420720000463,,Wycallis Primary Center,"2010 Conyngham Ave, Dallas, PA 18612",41.3442218,-75.951913,PA
,,Elementary,422673009972,,Wyoming Area Intermediate Ctr,100 Montgomery Avenue West Pittston PA 18643,41.3274638,-75.7990075,PA
,,Elementary,422673002875,,Wyoming Area Kindergarten Ctr,"50 Penn Ave Exeter, PA 18643",41.3216087,-75.8126188,PA
,,Elementary,422673002874,,Wyoming Area Primary Ctr,"55 Tenth Street Wyoming, PA 18644",41.3067561,-75.8385974,PA
,,High,422673006390,,Wyoming Area School District JS HS,"252 Memorial St Exeter, PA 18643",41.3220491,-75.8103589,PA
,,Middle,422595006986,,Wyoming Valley West Middle,"201 Chester Street Kingston, PA 18704",41.2614948,-75.8912458,PA
,,High,422595006391,,Wyoming Valley West SHS,"150 Wadham Street Plymouth, PA 18651",41.2422192,-75.9497713,PA
,,Elementary,490105000578,,Anna Smith Elementary School,"731 Aria Blvd, Wendover, UT 84083",40.7460452,-114.0417392,UT
,,High,490105000698,,Blue Peak High School,"211 S Tooele Blvd Tooele, UT 84074",40.5260034,-112.3242769,UT
,,Elementary,490078000448,,Circleville School,"300 S Ctr, Circleville, UT 84723",38.1671954,-112.2731435,UT
,,Middle,490105001263,,Clarke N Johnsen Jr High,"2152 N 400 W Tooele, UT 84074",40.5676784,-112.311517,UT
,,Elementary,40593000276,,Copper Canyon Elementary School,1600 N Broadway ST Tooele UT 84074,40.5598175,-112.288397,UT
,,High,490105001508,,Dugway High School,"5020 5th St, Dugway, UT 84022",40.21943,-112.7485329,UT
,,,490105001246,,Early Learning Center,"555 E VINE Tooele, UT 84074",40.5310728,-112.2824575,UT
,,Elementary,490105000567,,Grantsville Elementary School,"50 Park St, Grantsville, UT 84029",40.5991159,-112.4686451,UT
,,High,490105000566,,Grantsville High School,"155 East Cherry Street, Grantsville, UT",40.5963327,-112.4583893,UT
,,Elementary,490117000608,,Hanksville Elementary,48 S Center Hanksville UT 84734,38.3720704,-110.7151799,UT
,,Elementary,490105000569,,Ibapah Elementary,"31 W Felt Dr, Ibapah, UT 84034",40.0363412,-113.9854725,UT
,,Elementary,490117000609,,Loa Elementary School,"50 S 100 E St, Loa, UT 84747",38.4010012,-111.641013,UT
,,Elementary,490105000774,,Middle Canyon Elementary,"751 1000 N, Tooele, UT 84074",40.5525542,-112.2775327,UT
,,Elementary,490105000562,,Northlake Elementary,"268 N Coleman St, Tooele, UT 84074",40.5355484,-112.3126347,UT
,,Elementary,490105001519,,Old Mill Elementary,"130 Brigham Rd, Tooele, UT 84074",40.649977,-112.3010389,UT
,,Elementary,490078000449,,Oscarson Elementary,"160 W Sevier Ave Marysvale, UT 84750",38.4507908,-112.2331309,UT
,,Pre-K,490078001262,,Oscarson Preschool,"160 W Sevier Ave Marysvale, UT 84750",38.4507908,-112.2331309,UT
,,Elementary,490105000775,,Overlake Elementary,"2052 N 170 W Tooele, UT 84074",40.5664682,-112.3063012,UT
,,Elementary,490105001097,,Rose Spring Elementary,"5349 Inns Brook Pl, Erda, UT 84074",40.6269184,-112.2944027,UT
,,Elementary,490105001179,,Settlement Canyon Elementary,"935 Timpie Rd, Tooele, UT 84074",40.5136174,-112.322321,UT
,,Elementary,490105000697,,Stansbury Park Elementary,"485 Country Club Dr Stansbury Park, UT 84074",40.6368623,-112.2963871,UT
,,Elementary,490105001497,,Sterling Elementary,"135 S 7th St TOOELE, UT 84074",40.5278259,-112.2834063,UT
,,High,490102000560,,Tintic High School,"525 E Main St, Eureka, UT 84628",39.9591678,-112.1045788,UT
,,High,490105000574,,Tooele High School,"301 W VINE TOOELE, UT 84074",40.5290997,-112.307512,UT
,,Middle,490105000575,,Tooele Jr High School,"411 W Vine St Tooele, UT 84074",40.5284956,-112.3104925,UT
,,Elementary,490105000576,,Vernon Elementary,"70 Main St, Vernon, UT 84080",40.0934998,-112.4330113,UT
,,High,490117000610,,Wayne High School,"265 N 400 W, Bicknell, UT 84715",38.3436754,-111.5519191,UT
,,Middle,490117000611,,Wayne Middle school,"265 E 400 South Bicknell, Bicknell, UT 84715",38.3415,-111.5456191,UT
,,High,490105000577,,Wendover High School,"110 S Wildcat Blvd, Wendover, UT 84083",40.7363947,-114.037893,UT
,,Elementary,490102000561,,West Desert Elementary,"440 Pony Express Rd, Wendover, UT 84083",40.7371524,-114.0375102,UT
,,High,490102000735,,West Desert High School,"440 Trout Creek Trout Creek, UT 84083",39.6441492,-113.8887759,UT
,,Elementary,490105000579,,West Elementary,"451 W 300 S, Tooele, UT 84074",40.5247547,-112.3109203,UT
,,Elementary,49010500076,,Willow Elementary,"439 WIllow St. Grantsville, UT 84029",40.5872652,-112.4476095,UT
,,Elementary,390437800443,,Clark Elementary School,"5550 Clark Ave Cleveland, OH 44102-4569",41.4705078,-81.723948,OH
,,Academy,No NCES,,Lakota Career Readiness Academy,"5030 Tylersville Road West Chester, OH 45069, USA",39.3622939,-84.4543084,OH
,,Elementary,060001300805,,Antelope Creek Elementary,"6185 Springview Dr.
Rocklin, CA 95677-2900",38.7777345,-121.2580316,CA
,,Elementary,060001303571,,Breen Elementary,"2751 Breen Dr.
Rocklin, CA 95765-5158",38.8174184,-121.2604865,CA
,,High,063021011184,,California Military Institute,"755 N. A St.Perris, CA 92570-1958",33.7922119,-117.2343119,CA
,,Elementary,060001310270,,Cobblestone Elementary,"5740 Cobblestone Dr.
Rocklin, CA 95765-4193",38.8018205,-121.2645367,CA
,,High,062271013079,,Dymally High School,"8800 San Pedro St, Los Angeles, CA 90003, USA",33.9568767,-118.2681024,CA
,,High,062271012787,,Esteban Torres High School,"4217 E Hammel St, Los Angeles, CA 90063, USA",34.0425747,-118.1751081,CA
,,Middle,060001308257,,Granite Oaks Middle,"2600 Wyckford Dr.
Rocklin, CA 95765-5289",38.8212219,-121.253024,CA
,,High,060282009515,,Highland High School,"39055 25th St W, Palmdale, CA 93551, USA",34.5911232,-118.1752812,CA
,,Middle,062271003087,,Hollenbeck Middle School,"2510 E 6th St, Los Angeles, CA 90023, USA",34.0365117,-118.2122283,CA
,,Elementary,060001309069,,Parker Whitney Elementary,"5145 Topaz Ave.
Rocklin, CA 95677-2232",38.7929356,-121.2537841,CA
,,High,063021004713,,Perris Lake High School,"418 W. Ellis, Perris, CA 92570",33.772349,-117.232669,CA
,,High,063132004858,,Pomona High School,"475 Bangor St, Pomona, CA 91767, USA",34.0854292,-117.7410712,CA
,,High,063583006130,,Ridgway High School,"325 Ridgway Ave, Santa Rosa, CA 95401, USA",38.4496895,-122.7224388,CA
,,Elementary,060001310575,,Rock Creek Elementary,"2140 Collet Quarry Dr.
Rocklin, CA 95765-4244",38.7986609,-121.2794904,CA
,,Alternative High,060001314465,,Rocklin Alternative Education Center,"3250 Victory Dr.
Rocklin, CA 95765-4992",38.8156743,-121.254343,CA
,,Elementary,060001309070,,Rocklin Elementary,"5025 Meyers St.
Rocklin, CA 95677-2811",38.7910325,-121.228184,CA
,,High,060001302405,,Rocklin High,"5301 Victory Ln.
Rocklin, CA 95765-4988",38.8146225,-121.2515932,CA
,,Elementary,060001311009,,Ruhkala Elementary,"6530 Turnstone Way
Rocklin, CA 95765-5865",38.8030308,-121.2873129,CA
,,High,064251006961,,Saugus High School,"21900 Centurion Way, Santa Clarita, CA 91350, USA",34.4422886,-118.51759,CA
,,Academy,060226813641,,"School Name:
Rocklin Academy Gateway","6550 Lonetree Blvd.
Rocklin, CA 95765-5874",38.8038794,-121.2986978,CA
,,High,062553003843,,Sea side High school,"2200 Noche Buena St, Seaside, CA 93955, USA",36.6247144,-121.8379019,CA
,,Elementary,060001308764,,Sierra Elementary,"6811 Camborne Way
Rocklin, CA 95677-4484",38.7721154,-121.21792,CA
,,Middle,060001308553,,Spring View Middle,"5040 Fifth St.
Rocklin, CA 95677-2322",38.794417,-121.2425162,CA
,,Elementary,060001312558,,Sunset Ranch Elementary,"2500 Bridlewood Dr.
Rocklin, CA 95765-5441",38.8285763,-121.2735896,CA
,,Elementary,060001308256,,Twin Oaks Elementary,"2835 Club Dr.
Rocklin, CA 95765-4949",38.8105995,-121.2648832,CA
,,Elementary,060001308763,,Valley View Elementary,"3000 Crest Dr.
Rocklin, CA 95765-5093",38.8144068,-121.2410221,CA
,,High,060001306176,,Victory High,"3250 Victory Dr.
Rocklin, CA 95765-4992",38.8156743,-121.254343,CA
,,High,060001311010,,Whitney High,"701 Wildcat Blvd.
Rocklin, CA 95765-5469",38.8351804,-121.2878185,CA
,,High,210186002459,,Frederick Douglass High School,"2000 Winchester Rd, Lexington, KY 40509, USA",38.039599,-84.4358109,KY
,,High,210249001910,,John Hardin High School,"384 W A Jenkins Rd, Elizabethtown, KY 42701, USA",37.7554785,-85.9040174,KY
,,Middle,210306000800,,Johnson County Middle School,"251 N Mayo Tr, Paintsville, KY 41240 —> 253 S Mayo Trail, Paintsville, KY 41240",37.8103529,-82.8062544,KY
,,High,120006000035,,BAKER COUNTY SENIOR HIGH SCHOOL,"1 WILDCAT DR
GLEN ST MARY, FL 32040-4208",30.2815387,-82.1540846,FL
,,High,120126001271,,Forest High School,"5006 SE Maricamp Rd, Ocala, FL 34480, USA",29.1419454,-82.0680458,FL
,,High,120150001541,,Glades Central Community High School ,"1001 SW Ave M, Belle Glade, FL 33430, USA",26.6661547,-80.6843637,FL
,,High,120171002261,,Lake Mary High School,"655 Longwood Lake Mary Rd, Lake Mary, FL 32746, USA",28.7365088,-81.3366755,FL
,,High,120033000354,,Lely High School ,"1 Lely High School BLVD, Naples, FL 34113,  USA",26.0878526,-81.7176701,FL
,,High,120018002721,,Marjory Stoneman Douglas High School,"5901 NW, Pine Island Rd, Parkland, FL 33076, USA",26.3039171,-80.268546,FL
,,Pre-K -12,A0102706,,North Broward Preparatory School,"7600 Lyons Rd, Coconut Creek, FL 33073, USA",26.3265984,-80.1823627,FL
,,Elementary,A1592044,,Sagemont School ,"2585 Glades Cir, Weston, FL, 33327, USA ",26.1374345,-80.4246761,FL
,,Elementary,483510003954,,ALDRIDGE EL,"720 PLEASANT VALLEY LN
RICHARDSON, TX 75080-1545",32.9948101,-96.7299148,TX
,,Elementary,482001008147,,ANDERSON EL,"2800 OAKLAND HILLS DR
PLANO, TX 75025-6450",33.1054016,-96.7471411,TX
,,Elementary,483510009169,,Andrews Elementary School,"2520 Scenic Dr, Plano, TX 75025",33.0916348,-96.7396145,TX
,,Middle,483510003955,,ARMSTRONG MIDDLE,"3805 TIMBERLINE DR
PLANO, TX 75074-4001",33.0214546,-96.6593018,TX
,,High,482391010753,,Atascocita High School,"13300 Will Clayton Pkwy, Atascocita, TX 77346",29.9806554,-95.1697029,TX
,,Elementary,483510007222,,Barksdale Elementary School,"2424 Midway Rd, Plano, TX 75093",33.0323013,-96.8392037,TX
,,High,482364002397,,Bellaire High School ,"5100 Maple St, Bellaire, TX 77401",29.6920569,-95.4687706,TX
,,Elementary,483510003542,,BETHANY EL,"2418 MICARTA DR
PLANO, TX 75025-2445",33.0797986,-96.7430745,TX
,,Elementary,483510007835,,BEVERLY EL,"715 DUCHESS DR
ALLEN, TX 75013-3003",33.0868707,-96.7289951,TX
,,Elementary,482001008485,,BORCHARDT EL,"4300 WASKOM DR
PLANO, TX 75024-7040",33.1025795,-96.7765869,TX
,,Middle,483510003957,,BOWMAN MIDDLE,"2501 JUPITER RD
PLANO, TX 75074-4828",33.0319293,-96.6828587,TX
,,Elementary,483510006600,,BRINKER EL,"3800 JOHN CLARK PKWY
PLANO, TX 75093-5898",33.0449691,-96.8222782,TX
,,Middle,483510008151,,C M RICE MIDDLE,"8500 GIFFORD DR
PLANO, TX 75025-3896",33.0934219,-96.7599384,TX
,,Elementary,483510006030,,CARLISLE EL,"6525 OLD ORCHARD DR
PLANO, TX 75023-4129",33.062546,-96.7418724,TX
,,Middle,483510003958,,CARPENTER MIDDLE,"3905 RAINER RD
PLANO, TX 75023-5017",33.0502699,-96.7228082,TX
,,Elementary,483510008152,,CENTENNIAL EL,"2609 VENTURA DR
PLANO, TX 75093-4026",33.0341201,-96.7995171,TX
,,Elementary,483510003959,,CHRISTIE EL,"3801 RAINIER RD
PLANO, TX 75023-7220",33.0472015,-96.7228918,TX
,,High,483510005571,,CLARK H S,"523 SPRING CREEK PKWY
PLANO, TX 75023-4699",33.0586845,-96.7030811,TX
,,Elementary,480000101145,,Crosbyton Schools ,204 S Harrison Crosbyton City,33.6584851,-101.2470797,TX
,,Elementary,483510003960,,DAVIS EL,"2701 PARKHAVEN DR
PLANO, TX 75075-1902",33.0343999,-96.7459702,TX
,,Elementary,483510005572,,DOOLEY EL,"2425 SAN GABRIEL DR
PLANO, TX 75074-3466",33.0340865,-96.6577318,TX
,,High,483510008489,,E-SCHOOL,"2700 W 15TH
PLANO, TX 75075-7524",33.0184646,-96.7459702,TX
,,Pre-K - Elementary,483510003961,,FORMAN EL,"3600 TIMBERLINE DR
PLANO, TX 75074-4212",33.0206915,-96.662319,TX
,,Middle,482001011484,,FOWLER MIDDLE,"3801 MCDERMOTT RD
PLANO, TX 75025",33.1028034,-96.7676346,TX
,,Middle,483510007834,,FRANKFORD MIDDLE,"7706 OSAGE PLAZA PKWY
DALLAS, TX 75252-6824",32.9936741,-96.7719851,TX
,,Elementary,483510006954,,GULLEDGE EL,"6801 PRESTON MEADOW DR
PLANO, TX 75024-5462",33.0685941,-96.7792436,TX
,,Middle,483510003962,,HAGGARD MIDDLE,"2832 PARKHAVEN DR
PLANO, TX 75075-3145",33.0330673,-96.7495665,TX
,,Academy,480029213498,,Harmony Science Academy - Plano,"550 TALBERT DR
PLANO, TX 75075",33.0088202,-96.7777165,TX
,,Elementary,483510003963,,HARRINGTON EL,"1540 BAFFIN BAY DR
PLANO, TX 75075-2204",33.0329684,-96.7254805,TX
,,Elementary,483510007557,,HAUN EL,"4500 QUINCY LN
PLANO, TX 75024-3849",33.0780504,-96.7869944,TX
,,Academy,481623013904,,HEAVENLY LEARNING CENTER,"9625 Plano Rd, Dallas, TX 75238",32.8782631,-96.7011247,TX
,,High,482730008195,,HEBRON H S,"4207 PLANO PKWY
CARROLLTON, TX 75010-4205",33.0355193,-96.8587209,TX
,,Middle,483510006464,,HENDRICK MIDDLE,"7400 RED RIVER DR
PLANO, TX 75025-2640",33.0771894,-96.7231218,TX
,,Elementary,483510007836,,HIGHTOWER EL,"2601 DECATUR DR
PLANO, TX 75093-3523",33.0335575,-96.7841178,TX
,,Pre-K - Elementary,483510006029,,HUFFMAN EL,"5510 CHANNEL ISLE DR
PLANO, TX 75093-4817",33.0192881,-96.8098132,TX
,,Elementary,483510003964,,HUGHSTON EL,"2601 CROSS BEND RD
PLANO, TX 75023-6428",33.0499053,-96.7425414,TX
,,Pre-K/High school,483510008493,,ITINERANT SP ED,"2700 W 15TH
PLANO, TX 75075-7524",33.0184646,-96.7459702,TX
,,Pre-K - Elementary,483510003965,,JACKSON EL,"1101 JACKSON DR
PLANO, TX 75075-7905",33.0151212,-96.7575962,TX
,,High,483510007221,,JASPER H S,"6800 ARCHGATE DR
PLANO, TX 75024-5214",33.0665783,-96.781712,TX
,,High,483510008737,,LARRY D GUINN SPECIAL PROGRAMS CENTER,"2221 LEGACY DR
PLANO, TX 75023-2156",33.0724345,-96.7383996,TX
,,Academy,480142812855,,LEGACY PREPARATORY CHARTER ACADEMY PLANO,"601 ACCENT DR
PLANO, TX 75075",33.007563,-96.7110214,TX
,,Academy,480145213339,,LONE STAR LANGUAGE ACADEMY,"5301 DEMOCRACY DR
PLANO, TX 75024",33.0692572,-96.8132456,TX
,,Elementary,483510006465,,MATHEWS EL,"7500 MARCHMAN WAY
PLANO, TX 75025-3669",33.080118,-96.755888,TX
,,High,482985008731,,McKinney North High School,"2550 Wilmeth Rd, McKinney, TX 75071, USA",33.2301995,-96.642172,TX
,,Elementary,483510003966,,MEADOWS EL,"2800 18TH ST
PLANO, TX 75074-4603",33.0231446,-96.6768433,TX
,,Elementary,483510003967,,MEMORIAL EL,"2200 LAUREL LN
PLANO, TX 75074-5121",33.0333865,-96.6834436,TX
,,Pre-K - Elementary,483510003968,,MENDENHALL EL,"1330 19TH ST
PLANO, TX 75074-5909",33.0254606,-96.6957268,TX
,,Elementary,483510006956,,MILLER EL,"5651 COVENTRY DR
RICHARDSON, TX 75082-4905",32.9929887,-96.6164704,TX
,,Pre-K - Elementary,483510000434,,MITCHELL EL,"4223 BRIARGROVE LN
DALLAS, TX 75287-6604",32.9935084,-96.8376961,TX
,,High,481623001324,,North Dallas High School,"3120 N Haskell Ave., Dallas, TX 75204, USA",32.8103601,-96.7949933,TX
,,High,,,North Forney High School,"6170 N Manson BLVD, Forney, TX 75126",32.7663467,-96.4067983,TX
,,High,483510005796,,PLANO EAST SR H S,"3000 LOS RIOS BLVD
PLANO, TX 75074-3513",33.0396504,-96.645586,TX
,,Alternative High,483510008737,,PLANO SPECIAL PROGRAMS CENTER,"2221 Legacy Dr, Plano, TX 75023",33.0724345,-96.7383996,TX
,,High,483510003969,,PLANO SR H S,"2200 INDEPENDENCE PKWY
PLANO, TX 75075-3143",33.0287381,-96.7519084,TX
,,High,483510008150,,PLANO WEST SENIOR H S,"5601 W PARKER RD
PLANO, TX 75093-7727",33.0446871,-96.8144176,TX
,,Pre-K - Elementary,483510008492,,REGIONAL DAY SCH FOR DEAF,"2201 W SPRING CREEK PKWY
PLANO, TX 75024-1902",33.0579536,-96.7385475,TX
,,Middle,483510006897,,RENNER MIDDLE,"5701 W PARKER RD
PLANO, TX 75093-7729",33.0470786,-96.817353,TX
,,Elementary,482001009642,,RIDDLE EL,"8201 ROBINSON RD
PLANO, TX 75024-6805",33.0896387,-96.7893063,TX
,,Middle,483510003534,,ROBINSON MIDDLE,"6701 PRESTON MEADOW DR
PLANO, TX 75024-5460",33.0643293,-96.7800176,TX
,,Elementary,483510003970,,SAIGLING EL,"3600 MATTERHORN DR
PLANO, TX 75075-1523",33.0347383,-96.7623643,TX
,,High,483927004473,,Santa Fe High School,"16000 Hwy 6, Santa Fe, TX 77517, USA",29.3932593,-95.1438991,TX
,,Middle,483510005573,,SCHIMELPFENIG MIDDLE,"2400 MAUMELLE DR
PLANO, TX 75023-1410",33.065184,-96.744883,TX
,,Elementary,483510003971,,SHEPARD EL,"1000 WILSON DR
PLANO, TX 75075-5121",33.0129166,-96.7384438,TX
,,High,483510006028,,SHEPTON H S,"5505 PLANO PKWY
PLANO, TX 75093-4837",33.0174273,-96.8118223,TX
,,Pre-K - Elementary,483510003972,,SIGLER EL,"1400 JANWOOD DR
PLANO, TX 75075-7231",33.0141373,-96.7190462,TX
,,Elementary,483510007223,,SKAGGS EL,"3201 RUSSELL CREEK DR
PLANO, TX 75025-4044",33.0942928,-96.7551705,TX
,,High,481623001357,,Skyline High School,"7777 Forney Rd, Dallas, TX 75227, USA",32.7830019,-96.6911621,TX
,,Elementary,483510008735,,STINSON EL,"4201 GREENFIELD DR
RICHARDSON, TX 75082-3797",32.9900826,-96.6415145,TX
,,Elementary,482001011170,,Taylor EL,"9865 GILLESPIE DR
PLANO, TX 75025",33.1125095,-96.7602625,TX
,,Pre-K - Elementary,483510003973,,THOMAS EL,"1800 MONTANA TRAIL
PLANO, TX 75023-3002",33.0629724,-96.7274901,TX
,,High,483510003974,,VINES H S,"1401 HIGHEDGE DR
PLANO, TX 75075-7520",33.0186651,-96.7438795,TX
,,High,484480005100,,Weatherford High School,"2121 Bethel Rd, Weatherford, TX 76087, USA",32.7244348,-97.8067152,TX
,,Elementary,483510008736,,WYATT EL,"8900 COIT RD
PLANO, TX 75025-3804",33.0999208,-96.767551,TX
,,Middle,483510003978,,WILSON MIDDLE,"1001 CUSTER RD
PLANO, TX 75075-8309",33.012827,-96.7352963,TX
,,High,483510003977,,WILLIAMS H S,"1717 17TH ST
PLANO, TX 75074-6414",33.0228687,-96.6885404,TX
,,Elementary,483510003976,,WELLS EL,"3427 MISSION RIDGE RD
PLANO, TX 75023-8114",33.0447621,-96.7599384,TX
,,Pre-K - Elementary,483510003975,,WEATHERFORD EL,"2941 MOLLIMAR DR
PLANO, TX 75075-6306",33.0223435,-96.7535812,TX
,,,A1301880,,Second Start Alternative High school ,"17 Knight St, Concord, NH 03301, USA",43.2436912,-71.5734153,NH
,,High,470014801113,,Manassas High School,"1111 N Manassas St Memphis, TN 38107",35.1702189,-90.0329601,TN
,,High,470318001342,,McGavock High School,"3150 McGavock Pk, Nashville, TN 37214, USA",36.1852282,-86.6797936,TN
,,Elementary,470444001775,,Waynesboro Elementary School,"115 Helton St E, Waynesboro, TN 38485, USA",35.3086672,-87.7611112,TN
,,High,4700014801178,,White Station High School ,"514 S Perkins RD, Memphis, TN 38117, USA ",35.1179014,-89.9048786,TN
,,High,,,Jefferson High School,"400 Granville Payne Ave, Brooklyn, NY 11207, USA",40.6669551,-73.8949412,NY
,,High,360009902030,,Martin Van Buren High School,"230-17 Hillside Avenue, Queens village, NY 11427, USA",40.7336309,-73.7391435,NY
,,High,360106106343,,New Dawn Charter High School,"760 Dekalb Ave, Brooklyn, NY 11216, USA",40.6918105,-73.9460393,NY
,,Pre-K- Middle school,450249001585,,Academy of Hope,"3521 Juniper Bay Rd, Conway, SC 29527, USA",33.8382009,-79.1281726,SC
,,High,450117001523,,Cane Bay High School,"1624 State Rd, Summerville, SC 299486, USA",33.1033011,-80.1202056,SC
,,High,450072001202,,South Aiken High School,"232 E Pine Log Rd, Aiken, SC 29803, USA",33.521949,-81.7125391,SC
,,K - High School,090020801493,,Achievement First Bridgeport Academy Elementary School,"655 Stillman St Bridgeport, CT 06608-1331",41.1926098,-73.1760321,CT
,,High,090012000011,,Avon High School,"510 West Avon Rd.
Avon, CT 06001-2519",41.7827647,-72.8617943,CT
,,Middle,090012000012,,Avon Middle School,"375 West Avon Rd. Avon, CT 06001-2208",41.7918156,-72.8656712,CT
,,High,090021000016,,Berlin High School,"139 Patterson Way Berlin, CT 06037-3146",41.6212199,-72.7530219,CT
,,Middle,090021000017,,Catherine M. McGee Middle School,"899 Norton Rd. Berlin, CT 06037-3017",41.6165946,-72.7635158,CT
,,,00230704,,Catholic Academy of New Haven,"351 McKinley Ave, New Haven, CT 06515, USA",41.3257454,-72.963127,CT
,,Pre-K- Middle school,090279000552,,East Rock Community Magnet School,"133 Nash St, New Haven, CT 06511, USA",41.3195009,-72.9073439,CT
,,Pre-K - Elementary,090021000018,,Emma Hart Willard School,"1088 Norton Rd.
Berlin, CT 06037-3020",41.6158188,-72.7560789,CT
,,Pre-K -12,090020700907,,Highville Charter School,"1 Science Park
New Haven, CT 06511",41.3244033,-72.9268465,CT
,,Elementary,090021000020,,Mary E. Griswold School,"133 Heather Ln.
Kensington, CT 06037-2056",41.6372463,-72.7846127,CT
,,Elementary,090012010010,,Pine Grove School,"151 Scoville Rd.
Avon, CT 06001-3023",41.7735017,-72.8542019,CT
,,Elementary,090021000021,,Richard D. Hubbard School,"139 Grove St.
East Berlin, CT 06023-1005",41.61498,-72.7207073,CT
,,Elementary,090012000013,,Roaring Brook School,"30 Old Wheeler Ln.
Avon, CT 06001-4061",41.79305,-72.888238,CT
,,5-6,090012001367,,Thompson Brook School,"150 Thompson Rd.
Avon, CT 06001-2208",41.7722545,-72.8528403,CT
,,High,200795001423,,J C Harmon High School,"2400 Steele Rd, Kansas City, KS 66106, USA",39.0634239,-94.6568211,KS
,,High,200918000853,,Manhattan High School,"2100 Poyntz Ave, Manhattan, KS 66502, USA",39.1796331,-96.5915195,KS
,,Elementary,510225000908,,ALDIE ELEM,"23269 Meetinghouse Ln Aldie, VA 20105",38.9743636,-77.645111,VA
,,Elementary,510225002153,,ALGONKIAN ELEMENTARY SCHOOL,"20196 Carter Court Sterling, VA 20165",39.0565665,-77.40986,VA
,,High,510126000423,,ANNANDALE HIGH SCHOOL,4700 Medford Dr Annandale VA 22003,38.8222079,-77.2096174,VA
,,Elementary,510225002762,,ARCOLA ELEMENTARY SCHOOL,"41740 Tall Cedars Parkway Aldie, VA 20105",38.937057,-77.5595238,VA
,,Elementary,510225000134,,ASHBURN ELEMENTARY SCHOOL,"44062 Fincastle Dr Ashburn, VA 20147",39.0522107,-77.4772778,VA
,,Elementary,510225001143,,BALL'S BLUFF ELEM,"821 Battlefield Pkwy NE Leesburg, VA 20176",39.1232288,-77.5351608,VA
,,Elementary,510225000911,,BANNEKER ELEM,"35231 Snake Hill Rd Middleburg, VA 20117",39.002272,-77.788103,VA
,,Middle,510225002414,,BELMONT RIDGE MIDDLE SCHOOL,"19045 Upper Belmont Pl, Leesburg, VA 20176",39.0906453,-77.4909896,VA
,,Elementary,510225002449,,BELMONT STATION ELEMENTARY SCHOOL,20235 Nightwatch St. Ashburn VA 20147,39.0586942,-77.5113526,VA
,,Middle,510225000912,,BLUE RIDGE MIDDLE,551 East A St Purcellville VA 20132,39.1281663,-77.707112,VA
,,Middle,510225003036,,BRAMBLETON MIDDLE SCHOOL,23070 Learning Circle Ashburn VA 20148,38.9796072,-77.552202,VA
,,High,510225002451,,BRIAR WOODS HIGH SCHOOL,22525 Belmont Ridge Road Ashburn VA 20148,38.9925003,-77.5309505,VA
,,High,510225000913,,BROAD RUN HIGH SCHOOL,21670 Ashburn Rd Ashburn VA 20147,39.0228096,-77.4908103,VA
,,High,510126000497,,BRYANT HIGH SCHOOL,2709 Popkins Ln Alexandria VA 22306,38.764108,-77.0801,VA
,,Elementary,510225002832,,BUFFALO TRAIL ELEMENTARY SCHOOL,42190 Seven Hills Drive Aldie VA 20105,38.9002159,-77.5450701,VA
,,Pre-K/High school,510313000186,,C D Hylton High School,"14051 Spriggs Rd, Dale City, VA 22193, USA",38.649165,-77.3844785,VA
,,Elementary,510225002980,,CARDINAL RIDGE ELEMENTARY SCHOOL,26155 Bullrun Post Office Road Centreville VA 20120,38.8955054,-77.5168994,VA
,,Elementary,510225000914,,CATOCTIN ELEM,311 Catoctin Circle SW Leesburg VA 20175,39.1091017,-77.5749271,VA
,,Elementary,510225001915,,CEDAR LANE ELEM,43700 Tolamac Dr Ashburn VA 20147,39.0388798,-77.4903623,VA
,,High,510126002114,,CENTREVILLE HIGH SCHOOL,6001 Union Mill Rd Clifton VA 20124 1131,38.824557,-77.4108465,VA
,,High,510126000059,,CHANTILLY HIGH SCHOOL,4201 Stringfellow Rd Chantilly VA 20151 2600,38.8802649,-77.4065364,VA
,,High,510126002939,,CHANTILLY HIGH SCHOOL ACADEMY,Chantilly HS Academy Chantilly VA 20151,38.8802432,-77.4064771,VA
,,Elementary,510225002154,,COOL SPRING ELEM,501 Tavistock Dr SE Leesburg VA 20175,39.0896327,-77.5489552,VA
,,Elementary,510225002413,,COUNTRYSIDE ELEM,20624 Countryside Blvd. Sterling VA 20165,39.0436009,-77.4142546,VA
,,Elementary,510225002773,,CREIGHTON'S CORNER ELEM,23171 Minerva Drive Ashburn VA 20148,38.9718937,-77.5281734,VA
,,Elementary,510225002955,,DISCOVERY ELEM,44020 Grace Bridge Drive Ashburn VA 20147,39.0190204,-77.4778937,VA
,,High,510225002411,,DOMINION HIGH,21326 Augusta Dr. Sterling VA 20164,39.026379,-77.3735349,VA
,,Elementary,510225001632,,DOMINION TRAIL ELEMENTARY SCHOOL,44045 Bruceton Mills Circle Ashburn VA 20147,39.0360304,-77.478891,VA
